movie_id,word
tt0103859,chefin
tt0103859,casanova
tt0103859,womanizer
tt0109424,ex-girlfriend
tt0109424,"drug smuggle"
tt0109424,girlfriend
tt0109424,"snack bar"
tt0109424,romance
tt0109424,"hong kong"
tt0109424,pineapple
tt0109424,"expiration date"
tt0109424,"flight attendant"
tt0116324,lsd
tt0116324,"looking for  birth parents"
tt0116324,half-brother
tt0116324,"independent film"
tt0110647,flying
tt0110647,magic
tt0111055,"woman director"
tt0112364,"independent film"
tt0112364,"woman director"
tt0113107,boy
tt0113107,writer
tt0113107,ireland
tt0113107,flashback
tt0113107,"troop ship"
tt0113451,callgirl
tt0113451,"san francisco"
tt0113451,investigation
tt0113451,murder
tt0114015,"new york"
tt0114015,emigration
tt0114015,"dominican republic"
tt0116130,submarine
tt0116130,"u.s. navy"
tt0116130,misfit
tt0113125,biography
tt0113756,homosexuality
tt0113756,"independent film"
tt0113756,mockumentary
tt0113952,"southern usa"
tt0113952,"based on novel"
tt0113952,singer
tt0113952,south
tt0118055,"skab under tv"
tt0118055,foran
tt0118055,"nederste hylde"
tt0115685,gay
tt0115685,"drag queen"
tt0115685,homophobia
tt0115685,florida
tt0115685,"coming out"
tt0115685,senator
tt0115685,politician
tt0115685,lgbt
tt0115685,crossdressing
tt0115685,1990s
tt0113200,mountain
tt0113200,miracle
tt0113200,apparition
tt0113200,communism
tt0113200,"virgin mary"
tt0112585,love
tt0112585,"independent film"
tt0112585,"best friend"
tt0112585,"true love"
tt0112585,"irish catholic"
tt0112442,miami
tt0112442,detective
tt0112442,handcuffs
tt0112442,airport
tt0112442,"mexican standoff"
tt0112442,"strip club"
tt0112442,"witness protection"
tt0112442,"car crash"
tt0112442,"internal affairs"
tt0112442,gunfight
tt0112442,explosion
tt0112442,brutality
tt0112442,"foot chase"
tt0112442,"car chase"
tt0112442,"drug lord"
tt0112442,hangar
tt0112442,"loose cannon"
tt0112442,bust
tt0112442,"reference to skittles"
tt0112442,"black cop"
tt0112442,badge
tt0112442,"action hero"
tt0112442,"corrupt cop"
tt0112342,china
tt0112342,panda
tt0112342,poacher
tt0112461,sport
tt0112461,basketball
tt0112461,addiction
tt0112461,friends
tt0112461,drug
tt0112427,england
tt0112427,"based on novel"
tt0112427,liverpool
tt0112427,"theatre company"
tt0112427,1940s
tt0109093,"independent film"
tt0112384,moon
tt0112384,florida
tt0112384,nasa
tt0112384,spaceman
tt0112384,"race against time"
tt0112384,houston
tt0112384,"based on true story"
tt0112384,space
tt0112384,rescue
tt0112384,survival
tt0112384,disaster
tt0112384,explosion
tt0112384,astronaut
tt0112384,imax
tt0112384,"saturn v rocket"
tt0112384,courage
tt0112384,hypothermia
tt0112384,"apollo program"
tt0112384,"cape kennedy"
tt0112384,"lunar mission"
tt0112384,"spacecraft accident"
tt0114287,scotland
tt0114287,biography
tt0114287,"18th century"
tt0114287,highlands
tt0114287,"violent man"
tt0112288,"new york"
tt0112288,philosophy
tt0112288,vampire
tt0112288,blood
tt0112288,student
tt0112288,violence
tt0112462,riddle
tt0112462,"dc comics"
tt0112462,rose
tt0112462,"gotham city"
tt0112462,partner
tt0112462,superhero
tt0112462,robin
tt0112462,"broken neck"
tt0112462,psychologist
tt0112462,violence
tt0112462,criminal
tt0112462,"district attorney"
tt0112462,millionaire
tt0112462,"falling down stairs"
tt0112462,"tied up"
tt0112462,"tommy gun"
tt0112462,beretta
tt0112462,"knocked out"
tt0112462,"super powers"
tt0112462,disfigurement
tt0112462,"father figure"
tt0061395,prostitute
tt0061395,adultery
tt0061395,"double life"
tt0061395,"dual identity"
tt0061395,jealousy
tt0061395,"wife husband relationship"
tt0061395,brothel
tt0061395,dream
tt0061395,"women's sexual identity"
tt0061395,fantasy
tt0061395,masochism
tt0061395,"independent film"
tt0112495,burma
tt0112495,rangoon
tt0112495,doctor
tt0112541,smoking
tt0112541,"corner shop"
tt0112541,cigarette
tt0112541,tobacco
tt0112541,cigar
tt0112541,"independent film"
tt0112642,halloween
tt0112642,friendship
tt0112642,supernatural
tt0112642,afterlife
tt0112642,friends
tt0112642,danger
tt0112642,ghost
tt0112642,disorder
tt0112642,"young heroes"
tt0112642,imaginary
tt0112642,"supernatural ability"
tt0112642,"mischievous children"
tt0112688,"drug pusher"
tt0112688,train
tt0112688,drug
tt0112688,"drug lord"
tt0112715,gorilla
tt0112715,kongo
tt0112715,"diamond mine"
tt0112715,diamond
tt0112740,submarine
tt0112740,mutiny
tt0112740,russia
tt0112740,missile
tt0112740,"nuclear missile"
tt0112740,embassy
tt0112740,"u.s. navy"
tt0112740,"battle for power"
tt0112740,torpedo
tt0112740,military
tt0112740,"moral dilemma"
tt0112740,"post cold war"
tt0112740,"aircraft carrier"
tt0112740,"chain of command"
tt0112740,"launch code"
tt0112740,sonar
tt0109508,underground
tt0109508,biography
tt0109508,art
tt0112851,gunslinger
tt0112851,"anti terror"
tt0112851,ambush
tt0112851,mexico
tt0112851,showdown
tt0112851,guitar
tt0112851,nudity
tt0112851,hitman
tt0112851,bartender
tt0112851,revenge
tt0112851,"tragic hero"
tt0112851,shootout
tt0112851,mariachi
tt0112851,explosion
tt0112851,"extreme violence"
tt0112851,brutality
tt0112851,"drug lord"
tt0112851,"leg brace"
tt0112851,"concealed weapon"
tt0112851,flashback
tt0112851,bookstore
tt0112857,"jazz club"
tt0112857,murder
tt0112857,"los angeles"
tt0112857,"private detective"
tt0112857,"film noir"
tt0112857,neo-noir
tt0112864,bomb
tt0112864,taxi
tt0112864,riddle
tt0112864,robbery
tt0112864,detective
tt0112864,helicopter
tt0112864,gold
tt0112864,subway
tt0112864,ship
tt0112864,fistfight
tt0112864,police
tt0112864,sequel
tt0112864,deception
tt0112864,shootout
tt0112864,"new york city"
tt0112864,explosion
tt0112864,violence
tt0112864,"car chase"
tt0112864,"fbi agent"
tt0112864,"simon says"
tt0112864,flashback
tt0112864,"dump truck"
tt0112864,aqueduct
tt0112864,"action hero"
tt0112864,"federal reserve bank"
tt0112887,sex
tt0112887,eroticism
tt0112887,nudity
tt0112887,nazis
tt0112887,suspense
tt0112887,drifter
tt0112887,voyeur
tt0113071,camelot
tt0113071,knight
tt0113071,"king arthur"
tt0113071,excalibur
tt0113071,"knights of the round table"
tt0113114,"human animal relationship"
tt0113114,whale
tt0113114,"killer whale"
tt0113243,"female nudity"
tt0113243,hacker
tt0113243,nudity
tt0113243,"computer virus"
tt0113243,"virtual reality"
tt0113243,computer
tt0113243,"sexual fantasy"
tt0113243,prank
tt0113243,internet
tt0113243,cyberpunk
tt0113243,teenager
tt0113243,"new york city"
tt0113243,"secret service"
tt0113243,"computer hacker"
tt0113243,"dream sequence"
tt0113464,gay
tt0113464,aids
tt0113464,"based on play or musical"
tt0113464,"hiv positive"
tt0113481,brain
tt0113481,"childhood memory"
tt0113481,dystopia
tt0113481,"pharmaceutical industry"
tt0113481,"computer chip"
tt0113481,courier
tt0113481,cyber
tt0113481,cyberpunk
tt0113492,judge
tt0113492,post-apocalyptic
tt0113492,dystopia
tt0113492,"based on comic"
tt0113492,"police officer"
tt0113492,"based on graphic novel"
tt0113492,"frame up"
tt0113492,"dystopic future"
tt0113492,"framed for murder"
tt0113492,gene
tt0113492,"prosthetic limb"
tt0113492,"post holocaust"
tt0113492,"dna testing"
tt0113492,dredd
tt0113492,"2000 ad"
tt0113500,stripper
tt0113500,jury
tt0113500,jurist
tt0113500,"independent film"
tt0113500,"jury duty"
tt0113500,verdict
tt0113540,puberty
tt0113540,"first time"
tt0113677,cinema
tt0113677,"independent film"
tt0113677,filmmaker
tt0113690,fanatic
tt0113690,supernatural
tt0113690,wizardry
tt0113690,resurrection
tt0113690,sect
tt0113690,occultism
tt0113729,"suicide attempt"
tt0113729,college
tt0113729,"teen angst"
tt0113729,"mental illness"
tt0113729,"woman director"
tt0113749,sex
tt0113749,"game show"
tt0113749,slacker
tt0113749,shopping
tt0113749,mall
tt0113749,"ex-boyfriend ex-girlfriend relationship"
tt0113749,"jay and silent bob"
tt0113749,"silent man"
tt0113749,coke
tt0113749,bandleader
tt0113749,aftercreditsstinger
tt0113820,"based on tv series"
tt0113820,tokusatsu
tt0113820,"superhero team"
