predict,residual
231845976.3,-76557453.27
281767188.7,-67446934.71
31712368.78,193520.2198
63603264.91,30396735.09
-4135268.293,35026677.29
69211896.76,-85046336.76
178342928.5,-135975523.5
39388118.24,65918868.76
199255842.3,-76057529.31
30693376.71,-33713038.71
115193694.8,-100511147.8
-55326552.8,54857773.8
54514766.06,-57946913.06
40089074.79,-31993021.79
40735927.84,-15452606.84
5959487.148,-6588736.148
9309349.53,-6612641.53
84982055.89,-77182055.89
-4278161.648,4418161.648
142276916.9,-8632254.942
14763868.32,-10193405.32
44271956.53,-6271956.53
121001136.5,-92899542.51
107642158.4,-45659324.36
129856724.2,-33912064.15
207664012.6,-33743832.55
54640197.35,-58028972.35
-20830719.91,18999875.91
55139186.44,-65101125.44
72464119.28,-133404063.3
229452770.6,269937768.4
231622023.5,-98746715.5
3223002.644,-16384784.64
-4125236.132,-17231780.87
23812993.8,-49856385.8
-15875085.96,15746681.96
-5431808.747,-37413651.25
109563370.1,-105055304.1
-69226336.07,144226336.1
-47453988.15,33140417.15
63751536.18,-38295536.18
-8731346.285,6343300.285
29267924.65,26557871.35
-13594593.6,-7025280.403
42306218.57,-50112987.57
104713963.4,-105354747.4
-33799256.44,43427035.44
20441128.68,-6820155.678
89764950.14,133787641.9
30384112.76,-5927351.765
27870299.15,-469752.1507
124868845.6,45331154.36
9052662.718,-23067661.72
72622993.33,39643013.67
58716271.62,-49861683.62
15019777.58,-25841673.58
-32173147.88,29024692.88
141983740.2,-138948335.2
38058289.7,-21569555.7
131494277.3,-44694277.34
159541580,-74689958.01
253278993.4,40915040.59
35143773.4,-25027139.4
-17890507.57,17890540.57
9530240.263,-15454520.26
123176916.9,74620332.14
169712288.6,-118712288.6
18138090.32,-42706977.32
2256755.243,-2250772.243
21433891.23,-21111521.23
13087232.11,-21254406.11
53150828.98,-49553917.98
9121694.683,-27843555.68
32453258.62,-53388763.62
87900855.49,-70559287.49
63957337.82,1494818.183
34755590.68,130301425.3
-4941886.397,3783195.397
117327526.5,-25110130.53
27189722.29,-47463672.29
145707734,477237665
139719314.5,23945293.48
131169144.6,197414262.4
1910805.29,73773011.71
91050395.32,-87223411.32
68821075.86,-73481075.86
33014177.43,-34014177.43
26859987.64,-31509213.64
136428575.2,69500186.76
157789339.3,-16222077.27
110116866.9,-45693345.87
189500514.4,-214728856.4
144102531.5,119779879.5
121856849.9,-117766668.9
-30572911.54,28836994.54
-15034921.73,2463789.732
-44868333.91,34438478.91
104367312.8,-97851300.79
10549426.87,-9795447.872
118076344.9,-16020576.9
105987622.6,122260744.4
192748982.8,132126777.2
11330176.38,16126301.62
17417206.18,-27713924.18
59443656.33,-46505591.33
152241111.8,-99942622.79
35234301.93,-37448713.93
158668733,-101034324
77267791.45,-79213584.45
20565408.11,-9815045.11
135382823.6,-116063794.6
31979598.92,174820285.1
101155687.9,-81363377.93
6655205.774,-9792400.774
-18317965.41,18317939.41
110755640.5,-108934720.5
94383058.24,-41294506.24
154960161.6,-51864908.61
-79021996.59,79021994.59
144250638.9,-178904735.9
80832245.58,-83678306.58
150826508.6,-155957183.6
51078135.61,96221864.39
-5434788.383,3228975.383
47167026.83,-21046121.83
51000239.43,-54583346.43
113376267,-4957766.035
-17214584.62,1649310.623
74571507.36,-56088825.36
90585512.76,-99833086.76
124521359.2,-60590948.18
34661850.14,-46099134.14
75364898.76,-15832940.76
-30284452.6,36847845.6
-14545236.18,4056267.185
37625243.66,-8915243.661
-15813034.93,15913034.93
162220557.7,239988290.3
144327508.6,-111449006.6
202369250.1,-119603188.1
97444993.05,-75608599.05
113288308,73669379.99
63890125.3,-72809716.3
122000319.7,-137716652.7
70929298,378070702
1590024.084,-18770009.08
179206165.5,9293834.535
109647871.9,86670049.09
160648064.9,-140647966.9
159199881.8,-145899854.8
74332631.13,-31197841.13
37469476.17,-38214774.17
86964892.71,-56169447.71
114682932.3,-105682932.3
11988933.21,18875936.79
146942649.2,43781522.78
100719286,-87522281.02
248525506.8,-66225506.81
86564456.42,-92770681.42
95184605.59,193315394.4
208863752.8,-168663752.8
73681332.45,-9422794.451
25556754.06,-57424642.06
134281202.1,-135711263.1
672305.0065,-4001531.007
12511176.28,19173621.72
115987064.8,-80790380.79
102570.1332,151402210.9
41665489.15,-20994769.15
78883842.82,-23890130.82
72780655.54,-56410654.54
124348901.9,-81197555.89
130643582.5,-126360731.5
106460355.6,-105574839.6
60731616.09,327068383.9
-1307625.81,7302273.81
-17949491.7,6543943.702
58270166.58,-58270355.58
-14999605.62,8915908.618
40476383.41,-52283943.41
-5604467.964,4329598.964
66768084.92,-73803831.92
37618208.54,-37396640.54
141222700.2,138742335.8
4525141.122,42148374.88
72292634.57,-71592634.57
183518624.5,-78311497.49
-42888322.29,33945902.29
178346326.5,-163488512.5
21609036.24,-21076750.24
29691072.7,69305806.3
177467.7861,-273144.7861
-9236306.628,2514855.628
68055393.85,-16784939.85
109891221.7,213312284.3
328803774.7,-163987319.7
78790001.26,-76238773.26
93699168.27,-55205186.27
84166084.99,-72998852.99
28058462.77,20075762.23
99974439.21,-105263219.2
27076989.99,-24876989.99
8503496.405,-9202375.405
107833716.5,-118097794.5
20397702.88,112132862.1
273825522.6,-164825522.6
77024823.66,-73698951.66
68867372.79,272963228.2
56613862.73,-52263047.73
21210682.51,-18319756.51
-9822922.671,5298388.671
126614092.1,-141741048.1
187193731.2,-171271494.2
182430773.7,-139927555.7
48813426.42,-53513426.42
103612736.4,-115874509.4
127094297.1,-128662297.1
95898351.09,1600853.914
49211784.96,-53580451.96
179280713.3,77119718.67
-19143731.4,-8497694.6
85026103.64,184447612.4
163001607,-174640807
102518204.2,-68545175.16
111188865.1,-78752918.12
20626306.35,-31226306.35
4836004.706,-6034064.706
-84081563.47,85996444.47
94283967.84,-110670505.8
11168864.6,-8568367.597
22836287.03,48999114.97
7730494.81,12569796.19
45487503.01,-25535524.01
120987856.8,20711039.17
36420349.91,24772627.09
22579316.3,-21779316.3
42295816.26,-48795816.26
224577089.9,-155577089.9
106659986.7,-99915630.73
208148398.6,-136177198.6
-21203122.36,22568026.36
142876278.9,-149717470.9
-39346145.42,42001737.42
81738110.91,-14251055.91
4209914.408,3022713.592
68450099.26,-81794012.26
25741895.4,-31302190.4
34393997.99,-33849105.99
29728788.76,-10277869.76
17614994.35,4977885.651
98720210.19,-46032866.19
202402047.3,-92189143.31
213686213,-209056453
74540968.56,-61828796.56
172512774.6,-5199972.617
-2220131.878,45480689.88
-14685783.66,-368616.3449
74370253.38,-89370253.38
104622465.9,-45417864.91
180949554.4,-221465223.4
4452670.097,9343565.903
119807919,-94790545.03
11410630.18,-14654888.18
76473134.13,-58773134.13
-15964819.55,16110996.55
63922126.5,34337873.5
178000631.6,-1692532.609
-32158020.21,38096140.21
125105232.5,-55405232.54
309551640.3,-283080220.3
85268505.62,-82554737.62
74510522.03,-45760522.03
59526167.8,-42777025.8
8025849.162,-5775849.162
135481207.3,-98245207.3
36354437.21,-30454437.21
119333180.2,-91499979.17
131594399.7,-94761052.7
67961003.08,-52961003.08
-39701363.81,40731363.81
119098757.9,-111398757.9
732932.8524,-584032.8524
40664708.05,-37844708.05
98461328.27,-79461328.27
-34541715.19,38381715.19
167973201.7,-28750201.7
136266919,-104290919
138372242.7,-86696985.74
-14757171.89,12757171.89
99239504.23,-107739504.2
43239988.48,53068900.52
42948447.89,-40948447.89
87787790.26,-88107790.26
106719648.6,-71079648.62
76970847.03,-63753074.03
98465250.74,-91465250.74
17292761.63,-17208203.63
131016083.3,-122516083.3
45881464.39,-49666591.39
27540306.87,-22675467.87
163955531.6,-67682804.58
141821423.5,-86750692.5
53032196.41,-38732196.41
-97923574.44,101899074.4
93796577.62,-84321989.62
181917121.6,-105018356.6
154563358.4,-146818887.4
2587701.329,-1438426.329
90297929.31,-83047929.31
137066027.1,-96966027.12
85991515.57,-74861669.57
44954451.38,-37954451.38
249024751.9,-226124751.9
144354759.1,-137354759.1
76653123.95,-38996301.95
-25295961.19,33144961.19
224192110,-176192110
74543595.91,-43743595.91
153203093.6,-129003093.6
-57501386.47,59419386.47
130951689.7,-101351689.7
76364044.49,-59614044.49
-11106562.62,11906562.62
24218674.41,-21561674.41
52082106.34,-43392106.34
18032445.56,-13242445.56
64508223.66,-35658223.66
-122226237,123210237
50460827.68,-33560827.68
95569160.11,-63569160.11
28135688.41,-28656740.41
58084043.1,-49384043.1
41474562.94,-37243347.94
-49082711.36,49311423.36
1118223.775,-418223.7748
90726569.16,-90219569.16
40781066.3,-36250066.3
47337347.24,-37752847.24
299272181.6,-218232181.6
21145585.67,-20573202.67
57353507.88,-55639507.88
23494429.2,-23207429.2
31164585.34,-31164034.34
83812120.46,-79637120.46
43092049.79,-41250049.79
35683952.48,-37164771.48
27793358.94,-25543358.94
